distribution,name,estimator,sample_power,mse,kl,cpu_time,fail,lagrange
Beta-a2-b0p5,"Beta(2,0.5)",NMEM,4096,97.196444569634,0.244329151612869,0.819999999999936,0,1
Beta-a2-b0p5,"Beta(2,0.5)",NMEM,4096,136.018074772924,0.279976291481631,0.949999999999932,0,1
Beta-a2-b0p5,"Beta(2,0.5)",NMEM,4096,341.613076267148,0.384842696355257,1.14999999999998,0,1
Beta-a2-b0p5,"Beta(2,0.5)",NMEM,8192,44.2327761522002,0.136311552981027,2.08000000000004,0,1
Beta-a2-b0p5,"Beta(2,0.5)",NMEM,8192,14.6344254235835,0.099565282085762,1.63,0,1
Beta-a2-b0p5,"Beta(2,0.5)",NMEM,8192,17.9419689353025,0.085306022437655,2.11000000000001,0,1
Beta-a2-b0p5,"Beta(2,0.5)",NMEM,8192,11.5768190935942,0.0814912230080931,1.81999999999994,0,1
Beta-a2-b0p5,"Beta(2,0.5)",NMEM,8192,8.61622994659367,0.066742176456197,1.66000000000008,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,256,129724572.355258,1.98038616466993,0.149999999999977,0,6
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,256,349844243.720532,1.11006851660932,0.1400000000001,1,28
